real 0,real 1,predicted 0,predicted 1,cluster_num,mode
18.933142094640925,19.34487311714441,0.36257266998291016,0.3774959444999695,1.0,0.0
20.42353047931128,20.835261501814767,0.3996800482273102,0.41507285833358765,1.0,0.0
21.88319814436727,22.29492916687075,0.435970276594162,0.4520535171031952,1.0,0.0
21.530920453701032,21.93249083498376,0.4975176155567169,0.5476723313331604,0.0,0.0
22.88786043284481,23.28943081412754,0.5319114327430725,0.5820795893669128,0.0,0.0
24.208163516456743,24.609733897739478,0.5654919147491455,0.6155824661254883,0.0,0.0
25.489717501252684,25.891287882535423,0.5982101559638977,0.6481464505195618,0.0,0.0
26.73047217424056,27.1320425555233,0.6300139427185059,0.6797292232513428,0.0,0.0
27.928442592623814,28.33001297390656,0.6608483791351318,0.7102853059768677,0.0,0.0
29.081712259286423,29.48328264056917,0.6906571388244629,0.7397692799568176,0.0,0.0
30.188436188779463,30.590006570062208,0.7193840146064758,0.7681377530097961,0.0,0.0
31.24684385890426,31.648414240187012,0.7469741702079773,0.7953495383262634,0.0,0.0
32.255242043170206,32.656812424452966,0.7733754515647888,0.8213656544685364,0.0,0.0
33.21201751959596,33.61358790087871,0.798538327217102,0.8461486101150513,0.0,0.0
34.11563965152044,34.5172100328032,0.8224171996116638,0.8696618676185608,0.0,0.0
34.96466283629503,35.366233217577786,0.8449699878692627,0.8918699026107788,0.0,0.0
35.757728817939345,36.15929919922211,0.8661580681800842,0.9127383828163147,0.0,0.0
36.49356886006117,36.895139241343934,0.8859463334083557,0.932233989238739,0.0,0.0
37.17100577556393,37.57257615684669,0.9043025970458984,0.950325071811676,0.0,0.0
37.788955809894986,38.19052619117776,0.9211978316307068,0.9669819474220276,0.0,0.0
38.34643037482174,38.7480007561045,0.9366055727005005,0.9821767210960388,0.0,0.0
38.84253762996185,39.24410801124463,0.9505021572113037,0.9958840012550354,0.0,0.0
39.27648390953768,39.678054290820455,0.9628664255142212,1.0080807209014893,0.0,0.0
39.64757499207217,40.049145373354946,0.9736794829368591,1.0187461376190186,0.0,0.0
39.95521721099513,40.356787592277904,0.9829252362251282,1.0278624296188354,0.0,0.0
40.19891840438314,40.60048878566591,0.9905896782875061,1.035414218902588,0.0,0.0
40.37828870231359,40.77985908359636,0.9966614842414856,1.0413888692855835,0.0,0.0
40.493041150573404,40.89461153185618,1.0011317729949951,1.0457762479782104,0.0,0.0
40.54299216972459,40.944562551007365,1.0039939880371094,1.0485689640045166,0.0,0.0
40.52806184879216,40.92963223007494,1.0052441358566284,1.0497621297836304,0.0,0.0
40.44827407310464,40.84984445438741,1.004880666732788,1.049354076385498,0.0,0.0
40.303756486082634,40.70532686736541,1.0029045343399048,1.0473449230194092,0.0,0.0
40.094740285036615,40.49631066631938,0.9993190765380859,1.0437382459640503,0.0,0.0
39.821559851300506,40.223130232583266,0.9941301345825195,1.0385396480560303,0.0,0.0
39.4846522152929,39.88622259657567,0.9873460531234741,1.0317577123641968,0.0,0.0
39.08455635736161,39.48612673864439,0.9789777398109436,1.0234034061431885,0.0,0.0
38.62191234553011,39.02348272681288,0.9690383076667786,1.0134903192520142,0.0,0.0
38.0974603115252,38.49903069280796,0.9575434327125549,1.0020344257354736,0.0,0.0
37.512039266724145,37.91360964800691,0.9445111751556396,0.9890545606613159,0.0,0.0
36.86658575991546,37.268156141198226,0.9299620389938354,0.974571704864502,0.0,0.0
36.16213237902065,36.56370276030341,0.913918673992157,0.958609402179718,0.0,1.0
35.399806099173766,35.801376480456526,0.8964064717292786,0.9411936402320862,0.0,1.0
34.58082647980163,34.98239686108439,0.8774526119232178,0.9223525524139404,0.0,1.0
33.7065037135889,34.108074094871654,0.8570868372917175,0.9021168351173401,0.0,1.0
32.778236530449284,33.17980691173204,0.8353410363197327,0.8805190324783325,0.0,1.0
31.797509959856022,32.199080341138774,0.8122494220733643,0.8575942516326904,0.0,1.0
30.765892955111575,31.167463336394324,0.7878482937812805,0.833379328250885,0.0,1.0
29.68503588335695,30.0866062646397,0.7621761560440063,0.807913064956665,0.0,1.0
28.556667885336424,28.95823826661917,0.7352735996246338,0.7812360525131226,0.0,1.0
27.38259410914115,27.78416449042389,0.7071837186813354,0.753390371799469,0.0,1.0
26.16469282235734,26.566263203640077,0.6779515147209167,0.7244194746017456,0.0,1.0
